text,v2_Custom-trained_Spacy_Person,v2_Custom-trained_Spacy_Location,Pre-trained_Spacy_Person,Pre-trained_Spacy_Location
"Wohlthätigkeitszweckes erscheinen muss, da doch niemand in Ab¬",[],[],['Wohlthätigkeitszweckes'],[]
"rede stellen wird, dass der letzte Zweck des Zionismus die Herbei¬",[],['Herbei¬'],[],[]
führung einer eminenten Wohlthat für ein ganzes Volk ist. Diese,[],[],[],[]
"Vereinigungen bieten auch den Vortheil, dass derjenige, dem Lebens¬",[],[],[],[]
"stellung, Beruf oder sonstige Umstände die Betheiligung an einem",[],[],[],[]
166,[],[],[],[]
"Vereine unmöglich oder unthunlich erscheinen lassen, der aber",[],[],[],[]
gleichwohl im Herzen seinem Volke treu ist und an dessen,[],[],[],[]
"Bestrebungen warmen Antheil nimmt, sich wird anschliessen können.",[],[],[],[]
"Die Formierung genau präcisierter Ortsgruppen, die Zusammen¬",[],[],[],[]
fassung dieser Gruppen zu zionistischen Bezirken und Kreisen und,[],[],[],[]
die Bestimmungen von leitenden Gruppenorganen für diese ver-,[],[],[],[]
schiedenen Glieder der Gesammtorganisation haben den eminenten,[],[],[],[]
"Vortheil, dass ein stetiger Contact zwischen der Centralleitung der",['Contact'],[],[],[]
zionistischen Bewegung und den peripheren Gliedern derselben,[],[],[],[]
"vorhanden ist, dass ferner die Einbringung des Schekels durch die",[],['Schekels'],[],[]
"Vermittlung der Gruppenorgane erfolgt, nicht mehr dem Zufalle",[],[],[],[]
"überlassen wird, sondern in geeigneter Weise und, was nicht un¬",[],[],[],[]
"wichtig ist, rechtzeitig vor sich gehen kann, und endlich, dass die",[],[],[],[]
Wahlen der Delegierten für den Congress erleichtert und zweck¬,[],[],[],[]
entsprechend durchgeführt werden können.,[],[],[],[]
Bei der stetigen Zunahme der Bedeutung unserer Bewegung,[],[],[],[]
"und bei den wachsenden Interessen, die mit derselben verbunden",[],[],[],[]
"sind, müsste verhütet werden, dass jene Institution, welcher die",[],[],[],[]
"Entscheidung über alle zionistischen Einrichtungen zukommt,",[],[],[],[]
"unser Congress, die Beute einzelner werde, und gesorgt werden,",[],['Beute'],[],[]
dass er die wirkliche Repräsentanz unseres Volkes sei und den,[],[],[],[]
getreuen Ausdruck der Wähler darstelle. Zu diesem Behufe mussten,[],['Wähler'],[],[]
die Delegiertenwahlen für den Congress mit jenen Vorsichtsmass-,[],[],[],[]
"regeln umgeben werden, die, soweit menschliche Voraussicht reicht,",[],[],[],[]
jede Machination unmöglich machen. Eine solche ehrliche und ver-,[],[],[],[]
"lässliche, leicht controlierbare Wahl wird durch den in diesem",[],[],[],[]
Entwurfe vorgeschlagenen Wahlmodus erreicht. Derselbe hält an,[],[],[],[]
"den von den früheren Congressen statuierten Principien fest, dass",[],[],[],[]
"je 100 Zionisten einen Delegierten wählen, und hat den Vortheil,",[],[],[],[]
dass auf die Bequemlichkeit des Wählers Rücksicht genommen,[],[],[],[]
und demselben die Theilnahme an der Wahl auch dann ermöglicht,[],[],[],[]
"wird, wenn er von seinem gewöhnlichen Aufenthalte abwesend ist.",[],[],[],[]
Zweifellos wird durch diesen Wahlmodus eine lebhaftere Betheili¬,[],[],[],[]
"gung erzielt werden als bisher, wodurch der Wille der wählenden",[],[],[],[]
Hundertschaft getreu zum Ausdrucke gelangt.,['Hundertschaft'],[],[],[]
Der Entwurf des Actions-Comités befindet sich in Ihren,[],[],[],['Actions-Comités']
Händen. Sie haben aber auch einen solchen seitens der deutschen,[],['Händen'],[],[]
"Vereinigung und endlich einen, möglicherweise die Vortheile beider",[],[],[],[]
Entwürfe in sich vereinigenden Antrag des Organisations-Aus-,[],['Organisations-Aus-'],[],[]
schusses. Sie können somit zu jedem dieser Entwürfe Stellung,[],[],[],[]
"nehmen. Das Actions-Comité besteht nicht darauf, dass gerade der",[],[],[],[]
von ihm ausgehende Entwurf angenommen werde. Wir haben,[],[],[],[]
"Gewicht darauf gelegt, dass überhaupt bezüglich der Organisation",[],[],[],[]
ein klar umschriebener Beschluss des Congresses vorliege. Sie,[],[],[],[]
"werden alles prüfen und, ich hoffe, das Beste wählen. (Lebhafter",[],[],[],[]
Beifall und Händeklatschen.),[],[],[],[]
167,[],[],[],[]
Del. Dr. Klee. Meine hochverehrten Anwesenden! Die,"['Del', 'Dr. Klee']",[],"['Del.', 'Dr. Klee.']",[]
Schärfe der logischen Erklärung für die Grundlagen der einzelnen,[],[],[],[]
"Organisationskörper, die mein hochverehrter Herr Vorredner ge-","['Organisationskörper', 'Herr Vorredner']",[],[],[]
"geben hat, enthebt mich einer besonderen Erklärung dieser",[],[],[],[]
"Gliederungen. Wir wissen, warum wir Ortsgruppen haben. Wir",[],['Gliederungen'],[],[]
"wissen, warum sich diese zu höheren Verbänden zusammen¬",[],[],[],[]
schliessen sollen u. s. w. Ich darf also in medias res übergehen,[],[],[],['medias res übergehen']
und mich möglichst kurz und sachlich fassen. Sie haben zwei,[],[],[],[]
"Drucksachen in der Hand: 1. Den Entwurf, den eben Herr Dr. Kahn",['Herr Dr. Kahn'],['Drucksachen'],[],[]
"vertheidigt hat, und der vom Actions-Comité uns vorgelegt worden",[],[],[],[]
"ist, und 2. einen etwas ungenau mit der Ueberschrift „Entwurf",[],[],[],[]
"eines Organisations-Statutes *) versehenen Bogen, der die Amende¬",[],[],[],[]
ments und Vorschläge der deutschen Landsmannschaft enthält.,[],[],[],[]
"Beides bitte ich als Urmaterial zu betrachten. Das, was Ihnen vom",[],[],[],[]
"Ausschusse für die Organisation vorgelegt wird, ist ein drittes. In",[],[],[],[]
die Commission hat die Arbeiten erst vor,[],[],[],[]
der Kürze der Zeit —,[],[],[],[]
"ganz kurzem beenden können — war es nicht möglich, Ihnen diese",[],[],[],[]
definitiven Vorschläge gedruckt vorzulegen. 2) Ich werde deshalb die,[],[],[],[]
"einzelnen Paragraphe vorlesen müssen, und bemerke nur vorher,",[],[],[],[]
"welches die leitenden Principien waren, die wir aufgestellt haben",[],[],[],[]
und die wir Ihrer Begutachtung übergeben werden. Es handelte,[],[],[],[]
"sich uns 1. um die möglichste Freiheit aller Landesorganisationen,",[],[],[],[]
"je nach ihren localen Verhältnissen, die so grundverschieden sind",[],[],[],[]
"in England und Russland, in Galizien und Transvaal, dass es ganz",[],"['England', 'Russland', 'Galizien']",[],"['England', 'Galizien']"
"ausgeschlossen ist, hier eine allgemein giltige Schablone zu schaffen.",[],[],[],[]
(Lebhafter Beifall.),[],[],[],[]
"Wir müssen also allgemeine Richtschnuren geben, die möglichst",[],[],[],[]
"für alle Länder passen, gewissermassen den Rahmen. Das einzelne",[],[],[],[]
hat die betreffende Landesorganisation einzufügen. Unsere Organisa¬,[],['Organisa¬'],[],[]
tion ist also gewissermassen als ein Compromiss insoferne be¬,[],[],[],[]
"schlossen worden, als aus allen am Congresse vertretenen Ländern,",[],[],[],['Congresse']
"aus Rumänien, Russland, Amerika, Galizien, Deutschland, der",[],"['Rumänien', 'Russland', 'Amerika', 'Galizien', 'Deutschland']",[],"['Rumänien, Russland, Amerika, Galizien, Deutschland']"
"Schweiz, Oesterreich und Italien, Vertreter in unserem Ausschusse",[],"['Schweiz', 'Oesterreich', 'Italien']",[],[]
sassen und diese Vertreter nach sorgsamer Erwägung aller Um¬,[],[],[],[]
"stände sich gegenseitig endlich concedierten, was sie zu concedieren",[],[],[],[]
"für richtig gefunden haben, und als jedem Wunsche soweit ent-",[],[],[],[]
"gegengekommen wurde, als nur irgendwie im Interesse der Allge¬",[],['Interesse'],[],[]
"meinheit, für die wir unsere Organisation geschaffen haben, möglich",[],[],[],[]
"war. Ich bemerke, dass die meisten Beschlüsse einstimmig gefasst",[],[],[],[]
"wurden, und sämmtliche Herren sprachen sich über die Con-",[],[],[],[]
cedierungen von der anderen Seite ihrerseits befriedigt aus. Ich,[],[],['cedierungen'],[]
"schicke mit Absicht dies ausdrücklich voraus, um zu vermeiden,",[],[],[],[]
dass nacher in der Debatte doch wieder die Wünsche der einzelnen,[],[],[],[]
"Länder so nachdrücklich uns vorgeführt werden, dass, wenn sie",[],[],[],[]
"*) Siehe Anhang, Beilage C.","['Siehe Anhang', 'Beilage C.']",[],[],[]
2) Siehe Beilage D.,['Siehe Beilage D.'],[],[],[]
-,[],[],[],[]
168,[],[],[],[]
"angenommen würden, wieder andere Länder darunter leiden",[],[],[],[]
"müssten. Hier liegt ein Compromiss vor, und das ist nöthig. Wir",[],[],[],[]
"haben darauf gesehen, dass ein rascher und geregelter Verkehr",[],[],[],[]
"zwischen den Organisationen möglich sei, und dass wenigstens",[],[],[],[]
"nach der administrativen Seite und nach der Seite, die nicht aus",[],[],[],[]
"naheliegenden Gründen absolut geheim sein muss, eine Landes¬",[],[],[],[]
organisation einen gewissen Einblick in die Arbeiten des Actions¬,['Einblick'],[],[],[]
Comités erhalte.,[],[],[],[]
Eine rein stilistische Redaction des fertiggestellten Entwurfes,['Entwurfes'],[],[],[]
bleibt selbstverständlich vorbehalten. Wir haben ferner darauf ge¬,[],[],[],[]
"sehen, die Würde unserer Organisation der Aussenwelt gegenüber",[],[],[],[]
"aufrecht zu halten, indem wir uns im allgemeinen an solche Be¬",[],[],[],[]
"schlüsse und Grundsätze gehalten haben, die in den gesetzgebenden",[],[],[],[]
Körperschaften der civilisierten Nationen Usus sind.,[],[],[],[]
"Schliesslich habe ich zu bemerken, dass wir als Grundlage",[],['Schliesslich'],[],[]
"nach wie vor an dem Schekel festhalten, dem Schekel, der die",[],[],[],[]
.,[],[],[],[]
"Basis für eine wirkliche Zählung des jüdischen Volkes werden soll,",[],['Basis'],[],[]
dass wir zwar die Institution der Spendenbücher mit Freude be¬,[],[],[],['Spendenbücher']
"grüssen für diejenigen, die als Nichtzionisten für zionistische Zwecke",[],[],[],[]
"geben wollen, dass der Schekelzahler jedoch thatsächlich ein über-",[],[],[],[]
zeugter Anhänger und ein überzeugtes Mitglied der zionistischen,[],[],[],[]
Organisation sein soll.,[],[],[],[]
"Ich komme nunmehr dazu, Ihnen die einzelnen §§ vorzulesen,",[],[],[],[]
"und da Sie die beiden Entwürfe in der Hand haben, werden Sie",[],[],[],[]
"mit Leichtigkeit sehen, was für Aenderungen wir getroffen haben.",[],[],[],[]
In der Mehrzahl der Fälle werden diese Aenderungen nach kurzer,[],[],[],[]
"Ueberlegung so einleuchtend sein, dass ein näherer Commentar",['Commentar'],[],[],[]
unnöthig ist. Wo der Organisationsausschuss ihn für erforderlich,[],['Organisationsausschuss'],[],['unnöthig']
"hält, werde ich ihn geben. Wir theilen unseren Organisationsent¬",[],[],[],[]
wurf 1. in eine „Einleitung“: Was ist überhaupt die zionistische,[],[],[],[]
Organisation; 2. kommt die „Gliederung“ Wir handeln weiter,[],[],[],[]
"3. über den „Congress“, dann 4. über das „A.-G.“, 5. über die",[],['A.-G.'],[],[]
"„Einkünfte der zionistischen Organisation, und zum Schlusse haben",[],[],[],[]
"wir eine Bestimmung, wie es allgemein üblich ist, über die Möglich¬",[],[],[],[]
keit einer Aenderung der Statuten. (Liest:,[],['Liest'],[],[]
1. Einleitung.,[],[],[],[]
"1. Die zionistische Organisation umfasst jene Juden, welche",[],[],[],[]
sich mit dem Programm des Zionistencongresses einverstanden er¬,[],[],[],[]
klären und Schekelzahler,[],[],[],[]
sind.,[],[],[],[]
2. Das Hauptorgan der zionistischen Organisation ist der Con¬,[],[],[],[]
"gress, der durch die Wahl von Delegierten seitens der Wahlgruppen",[],[],[],[]
gebildet wird.,[],[],[],[]
3. Das Executivorgan des Congresses ist das Actions-Comité.,[],[],[],[]
II. Gliederung.,[],[],[],[]
1. Die zionistische Organisation,[],[],[],[]
gliedert sich in Landes¬,[],[],[],[]
Comités und Districte.,['Districte'],[],[],[]
169,[],[],[],[]
"Hierzu habe ich zu bemerken, dass es sich hier selbstverständ¬",[],[],[],[]
"lich nur um grosse Länder handeln kann. Kleinere Länder, die",[],[],[],[]
"weitere Districte nicht haben, fassen eben den District als Landes¬",[],[],[],[]
Organisation auf.,[],[],[],[]
2. Die Districte theilen sich zum Zwecke der Agitation in,[],[],[],[]
Vereine und zum Zwecke der Wahl in den Congress in Wahl¬,['Wahl¬'],[],[],[]
gruppen.,[],[],[],[]
"Meine Herren! Es scheint auf den ersten Blick, als wenn wir",[],[],[],[]
die Lage schwieriger gemacht hätten. In der That ist dies nicht,[],[],[],[]
"der Fall. Wir haben Länder, in denen die Vereine ausserordentlich",[],[],[],[]
"thätig sind, müssen aber gewisse Gruppen für die Wahl schaffen.",[],[],[],[]
"Wir haben ferner so und so viele unorganisierte Schekelzahler, wie",[],[],[],[]
"z. B. in Steiermark oder in der Provinz Schleswig=Holstein, wo",['Steiermark'],[],['z. B.'],"['Steiermark', 'Provinz Schleswig=Holstein']"
wegen der geringen Anzahl dieser Schekelzahler an die Gründung,[],[],[],[]
eines Vereines nicht gedacht werden kann. Diese fassen wir nun,[],[],[],[]
"zu Wahlzwecken in Gruppen zusammen, während zum Zwecke der",[],[],[],[]
Agitation die Vereine viel besser wirken können.,[],[],[],[]
A) Die zionistischen Vereine sind von unbeschränkter Mit¬,[],[],[],[]
gliederzahl. Das ist selbstverständlich und nur angeführt im Gegen¬,['Gegen¬'],[],[],[]
"satze zu den erwähnten Wahlgruppen, die naturgemäss, nachdem",[],[],[],[]
eine bestimmte Anzahl Schekelzahler nur eine bestimmte Anzahl,[],[],[],[]
"Delegierte nominieren darf, nicht von unbeschränkter Mitglieder¬",[],[],[],[]
zahl sind.,[],[],[],[]
An der Spitze jedes Vereines steht ein vom Vereine gewählter,[],[],[],[]
und vom Landes-Comité bestätigter Vorstand. Diese Bestätigung,[],['Vorstand'],[],['Landes-Comité']
"ist doch im Interesse der Zuverlässigkeit derjenigen Personen, denen",[],['Interesse'],[],[]
"wir das Beste, was wir haben, anvertrauen, dringend nothwendig.",[],[],[],[]
Die Vereinsstatuten und deren Aenderungen unterliegen,[],[],[],[]
ebenfalls der Bestätigung des Landes-Comités. Mehrere Vereine,[],[],[],[]
können sich mit Genehmigung des Landes-Comités zu einem Central¬,[],[],[],[]
"vereine vereinigen. Wir denken hier erstens an grosse Städte,",[],[],[],[]
zweitens an geographisch begrenzte Gruppen. Es heisst hier „können,[],[],[],[]
"nicht „müssen“. Es ist z. B. sehr leicht möglich, dass in kürzester",[],[],[],[]
Zeit ein zionistischer Verband der Vereine Oberschlesiens in Deutsch-,[],['Oberschlesiens'],[],[]
"land gegründet werden könnte. Wenn nicht, dann bitte, fassen Sie",[],[],[],['land']
das als Beispiel aus. Gewisse Gruppen können sich zusammen¬,[],[],[],[]
"schliessen, wenn sie eine Förderung der Agitation oder sonstiger",[],[],[],[]
Interessen dadurch voraussehen.,[],[],[],[]
B) Die Districte umfassen die der Organisation angehörenden,[],[],[],[]
Zionisten eines vom Landes-Comité festgestellten Gebietes. Jeder,[],[],[],['Landes-Comité']
District hat einen von den Vereinen durch Wahl gebildeten und,[],[],[],['District']
vom Landes-Comité bestätigten Districtsvorstand. Der Districts-,[],['Districtsvorstand'],[],['Landes-Comité']
vorstand leitet die Arbeit der Vereine und vermittelt deren Verkehr,[],[],[],[]
mit dem Landes-Comité.,[],[],[],[]
"Ich betone nochmals, wo das Land nicht so gross ist oder",[],[],[],[]
—,[],[],[],[]
170,[],[],[],[]
"die zionistische Bewegung nicht so ausgedehnt, heissen die Districte",[],[],[],[]
zu gleicher Zeit Landesorganisation.,[],[],[],[]
C) Jedes Reich hat in der Regel ein Landes-Comité.,"['C', 'Jedes Reich']",[],[],[]
Aus,[],[],[],[]
besonderen Gründen,[],[],[],[]
—,[],[],[],[]
ich verweise in dieser Beziehung z. B.,[],[],[],[]
auf Ostgalizien und Westgalizien und ähnliche Verhältnisse,[],"['Ostgalizien', 'Westgalizien']",[],[]
.,[],[],[],[]
kann das Actions-Comité die Bildung mehrerer Landes-Comités für,[],[],[],[]
verschiedene Landestheile gestatten. Gegen die Entscheidung des,[],[],[],[]
Actions-Comités kann die Berufung an den Congress ergriffen,[],[],[],['Actions-Comités']
werden. Das Landes-Comité leitet die zionistische Bewegung seines,[],[],[],['Landes-Comité']
"Gebietes, bestätigt die Statuten der zionistischen Vereine und die",[],[],[],[]
Wahl ihrer Functionäre.,[],[],[],[]
Das Landes-Comité besteht aus den Actions-Comitémitgliedern,[],[],[],['Landes-Comité']
des Landes und den Vertretern der Districte.,[],[],[],['Landes']
Der Sitz des Landes-Comités bestimmt sich nach eigener,[],[],[],['Landes-Comités']
Wahl desselben unter Approbation des Actions-Comités.,[],[],[],[]
3. Gegen die Entscheidung der Districte ist die Berufung an,[],[],[],[]
das Landes-Comité zulässig. Bei Nichtbestätigung von Vereins-,[],[],[],['Landes-Comité']
statuten und Wahlen ist auch die Berufung an das Actions-Comité,[],[],[],[]
gestattet.,[],[],[],[]
Diese Dinge erklären sich wohl alle von selbst.,[],[],[],[]
III. Congress.,['III. Congress'],[],[],[]
1. Der Zionistencongress tagt mindestens jedes zweite Jahr,[],[],[],[]
an einem von ihm zu bestimmenden Orte. Aenderungen des Ortes,[],[],[],[]
der Tagung oder eine frühere Einberufung des Congresses bestimmt,[],[],[],[]
in besonderen wichtigen Fällen das grosse Actions-Comité.,[],[],[],[]
"Der Ausschuss ist der Ansicht gewesen, dass wir die Sicherheit",[],[],[],[]
"haben müssen, auch schon der Bank wegen, dass wenigstens jedes",[],[],[],[]
zweite Jahr ein Congress stattfindet. Andererseits wollte das Comité,[],[],[],[]
die Bestimmung über den Ort des Congresses nicht aus der Hand,[],[],[],[]
"geben, hat aber selbstverständlich für besondere dringende Fälle",[],[],[],[]
dem grossen Actions-Comité eine Aenderung dieses Beschlusses,[],[],[],[]
"vorbehalten, denn es ist schwer, von einem Jahre zum anderen",[],[],[],[]
absolut bindende Beschlüsse zu fassen.,[],[],[],[]
2. Aufgaben des Congresses sind:,[],[],[],[]
a) Entgegennahme und Prüfung des Rechenschaftsberichtes,['Entgegennahme'],[],[],[]
des Actions-Comités (A.-G.),[],['A.-G.'],[],[]
b),[],[],[],['b)']
Ausgestaltung des zionistischen Programms.,[],[],[],[]
c),[],[],[],['c)']
Feststellung des Programms der nächsten Verwaltungs¬,[],['Verwaltungs¬'],[],[]
periode.,[],[],[],[]
d),[],[],[],['d)']
Wahl des Actions-Comités und sonstiger Körperschaften,[],[],[],[]
für die nächste Verwaltungsperiode.,[],[],[],[]
e),[],[],[],[]
Entgegennahme und Berathung von Petitionen und,['Entgegennahme'],[],[],[]
Anträgen.,[],[],[],[]
3. Die Arbeiten eines Congresses werden nach der vom III.,[],[],[],[]
Congresse beschlossenen Geschäftsordnung durchgeführt.,[],[],['Congresse'],[]
—,[],[],[],[]
171,[],[],[],[]
4. An den Verhandlungen des Congresses können nur die von,[],[],[],[]
Schekelzahlern gewählten Delegierten theilnehmen.,['Schekelzahlern'],[],[],[]
5. Jeder Schekelzahler hat das active und passive Wahlrecht,[],[],[],[]
eine kleine Einschränkung im Alter folgt,[],[],[],[]
"für den Congress, —",[],[],[],[]
später nach — wenn er seinen Schekel mindestens 10 Wochen vor,[],['Wochen'],[],[]
Beginn des Congresses entrichtet. Die Wahlen müssen 4 Wochen,[],"['Beginn', 'Wochen']",[],[]
vor Beginn des Congresses beendet sein. Nur bei Verhinderung,[],['Beginn'],[],[]
eines Gewählten ist bis zum Congresse eine Ersatzwahl zulässig. In,[],[],[],[]
den letzten 4 Wochen gegründete Ortsgruppen wählen nach Analogie,[],"['Wochen', 'Analogie']",[],[]
"der Ersatzwahlen, sofern sie von der Landesorganisation anerkannt sind.",[],['Ersatzwahlen'],[],[]
"Denn es ist ja sehr leicht möglich, dass unter der anfeuernden",[],[],[],[]
Thatsache eines bevorstehenden Congresses eine gesteigerte Agitation,[],['Thatsache'],[],[]
in dieser Richtung platzgreift. Anderseits wollen wir durch die An¬,[],[],[],[]
